"LGA","Rank","Cause_of_death","Deaths","Per_cent_of_all_causes","Crude_rate","Age-standardised_rate_(per_100,000)","Rate_ratio_(relative_to_all_of_Australia)"
"Mount Barker",NA,"All causes",1032.3048,100,557.61614,459.72027,0.8949809
"Mount Gambier",1,"Coronary Heart Disease",144.09743,12.666985,105.31861,65.250714,1.2035739
"Mount Gambier",2,"Dementia / Alzheimer's",92.128908,8.0986559,67.335612,39.293765,0.9240834
"Mount Gambier",3,"Chronic Obstructive Pulmonary Disease",73.110039,6.4267889,53.435011,34.289752,1.5491675
"Mount Gambier",4,"Stroke / Cerebrovascular Disease",64.111318,5.6357502,46.857984,28.85916,0.9712708
"Mount Gambier",5,"Lung Cancer",60.261416,5.2973218,44.044149,30.274262,1.1041624
"Mount Gambier",6,"Colorectal Cancer",45.55374,4.0044333,33.294533,21.551997,1.2722989
"Mount Gambier",7,"Diabetes",33.964136,2.9856411,24.823868,16.237407,1.0389086
"Mount Gambier",8,"Prostate Cancer",32.968711,2.8981375,24.096327,15.386845,1.4467869
"Mount Gambier",9,"Accidental Falls",23.838193,2.095513,17.422972,10.304977,1.0636517
"Mount Gambier",10,"Breast Cancer",23.805244,2.0926166,17.398889,12.94043,1.2663511
"Mount Gambier",11,"Suicide",23.706396,2.0839273,17.326643,19.482119,1.5448214
"Mount Gambier",12,"Other Ill-defined Causes",23.640498,2.0781344,17.278479,13.092857,1.7652495
"Mount Gambier",13,"Pancreatic Cancer",21.946191,1.9291953,16.040136,10.659886,1.0451689
"Mount Gambier",14,"Non-rheumatic valve disorders (I34–I38)",20.153037,1.7715668,14.729547,9.5269117,1.9132086
"Mount Gambier",15,"Leukaemia (C91–C95)",17.199711,1.5119526,12.571006,NA,NA
"Mount Gambier",16,"Influenza / Pneumonia",16.533779,1.4534134,12.084287,NA,NA
"Mount Gambier",17,"Kidney Failure",16.401982,1.4418277,11.987958,NA,NA
"Mount Gambier",18,"Liver Cancer",16.369033,1.4389313,11.963876,NA,NA
"Mount Gambier",19,"Cardiac Arrhythmias",15.703101,1.380392,11.477157,NA,NA
"Mount Gambier",20,"Unknown / Ill-defined Cancer",15.472456,1.360117,11.308582,NA,NA
"Mount Gambier",NA,"Top 20 leading causes",780.96532,68.651301,NA,NA,NA
"Mount Gambier",NA,"All causes",1137.5827,100,831.44182,551.67897,1.0740055
"Mount Remarkable",1,"Dementia / Alzheimer's",21.968028,12.347258,149.9008,64.33188,1.5129124
"Mount Remarkable",2,"Coronary Heart Disease",20.354466,11.440346,138.89052,73.334758,1.3526871
"Mount Remarkable",3,"Chronic Obstructive Pulmonary Disease",11.776555,6.6190812,80.358377,NA,NA
"Mount Remarkable",4,"Stroke / Cerebrovascular Disease",9.1230675,5.1276731,62.252068,NA,NA
"Mount Remarkable",5,"Colorectal Cancer",8.0371367,4.5173194,54.842122,NA,NA
"Mount Remarkable",6,"Diabetes",7.4919806,4.2109113,51.1222,NA,NA
"Mount Remarkable",7,"Lung Cancer",6.9774943,3.9217412,47.611557,NA,NA
"Mount Remarkable",8,"Heart Failure / Ill-defined Heart Disease",6.4213847,3.6091766,43.816893,NA,NA
"Mount Remarkable",9,"Unknown / Ill-defined Cancer",6.419194,3.6079453,43.801945,NA,NA
"Mount Remarkable",10,"Other Ill-defined Causes",5.8849914,3.3076936,40.156766,NA,NA
"Mount Remarkable",11,"Cardiac Arrhythmias",5.3573609,3.0111358,36.556432,NA,NA
"Mount Remarkable",12,"Prostate Cancer",4.8209676,2.7096529,32.896304,NA,NA
"Mount Remarkable",13,"Hypertensive Disease",4.8165862,2.7071903,32.866407,NA,NA
"Mount Remarkable",14,"Suicide",3.7547531,2.1103808,25.620894,NA,NA
"Mount Remarkable",15,"Oesophageal cancer (C15)",2.6797758,1.5061836,18.28569,NA,NA
"Mount Remarkable",16,"Breast Cancer",2.6732037,1.5024897,18.240845,NA,NA
"Mount Remarkable",17,"Accidental Falls",2.1587174,1.2133197,14.730201,NA,NA
"Mount Remarkable",18,"Land transport accidents (V01–V89)",2.1433825,1.2047006,14.625562,NA,NA
"Mount Remarkable",19,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",2.1411918,1.2034693,14.610614,NA,NA
"Mount Remarkable",20,"Pancreatic Cancer",2.1390011,1.202238,14.595665,NA,NA
"Mount Remarkable",NA,"Top 20 leading causes",137.13924,77.079906,NA,NA,NA
"Mount Remarkable",NA,"All causes",177.91827,100,1214.0413,613.63004,1.1946115
"Murray Bridge",1,"Coronary Heart Disease",90.030922,9.7697933,81.498502,51.732039,0.9542169
"Murray Bridge",2,"Dementia / Alzheimer's",61.661954,6.6913071,55.818121,31.597452,0.7430869
"Murray Bridge",3,"Lung Cancer",58.378831,6.3350358,52.846146,34.319626,1.2517049
"Murray Bridge",4,"Stroke / Cerebrovascular Disease",39.832073,4.3224163,36.057104,21.392786,0.7199859
"Murray Bridge",5,"Heart Failure / Ill-defined Heart Disease",34.823306,3.778885,31.523028,17.743624,1.7737389
"Murray Bridge",6,"Diabetes",32.91768,3.5720942,29.798003,18.140767,1.1606901
"Murray Bridge",7,"Chronic Obstructive Pulmonary Disease",31.919872,3.4638161,28.894759,17.590938,0.7947363
"Murray Bridge",8,"Prostate Cancer",27.731123,3.0092699,25.102986,14.923795,1.4032474
"Murray Bridge",9,"Colorectal Cancer",27.559909,2.9906904,24.947998,16.358806,0.9657245
"Murray Bridge",10,"Pancreatic Cancer",22.730027,2.4665711,20.575855,13.920971,1.3649082
"Murray Bridge",11,"Kidney Failure",18.915489,2.0526327,17.122828,NA,NA
"Murray Bridge",12,"Unknown / Ill-defined Cancer",18.824402,2.0427483,17.040374,NA,NA
"Murray Bridge",13,"Breast Cancer",18.823306,2.0426294,17.039382,NA,NA
"Murray Bridge",14,"Suicide",17.637845,1.9139879,15.966269,NA,NA
"Murray Bridge",15,"Influenza / Pneumonia",17.002192,1.8450094,15.390858,NA,NA
"Murray Bridge",16,"Other Ill-defined Causes",15.818922,1.7166058,14.31973,NA,NA
"Murray Bridge",17,"Oesophageal cancer (C15)",15.730027,1.7069593,14.239259,NA,NA
"Murray Bridge",18,"Hypertensive Disease",14.908913,1.6178553,13.495964,NA,NA
"Murray Bridge",19,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",13.728931,1.4898084,12.427812,NA,NA
"Murray Bridge",20,"Accidental Falls",12.913297,1.401299,11.689476,NA,NA
"Murray Bridge",NA,"Top 20 leading causes",591.88902,64.229414,NA,NA,NA
"Murray Bridge",NA,"All causes",921.5233,100,834.1886,547.45979,1.0657917
"Naracoorte Lucindale",1,"Coronary Heart Disease",35,9.7222222,79.786628,49.422958,0.911625
"Naracoorte Lucindale",2,"Dementia / Alzheimer's",30,8.3333333,68.388538,39.614218,0.9316196
"Naracoorte Lucindale",3,"Stroke / Cerebrovascular Disease",20,5.5555556,45.592359,27.20651,0.9156499
"Naracoorte Lucindale",4,"Chronic Obstructive Pulmonary Disease",18,5,41.033123,NA,NA
"Naracoorte Lucindale",5,"Colorectal Cancer",16,4.4444444,36.473887,NA,NA
"Naracoorte Lucindale",6,"Lung Cancer",16,4.4444444,36.473887,NA,NA
"Naracoorte Lucindale",7,"Heart Failure / Ill-defined Heart Disease",15,4.1666667,34.194269,NA,NA
"Naracoorte Lucindale",8,"Unknown / Ill-defined Cancer",12,3.3333333,27.355415,NA,NA
"Naracoorte Lucindale",9,"Cardiac Arrhythmias",12,3.3333333,27.355415,NA,NA
"Naracoorte Lucindale",10,"Influenza / Pneumonia",11,3.0555556,25.075797,NA,NA
"Naracoorte Lucindale",11,"Non-rheumatic valve disorders (I34–I38)",9,2.5,20.516561,NA,NA
"Naracoorte Lucindale",12,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",9,2.5,20.516561,NA,NA
"Naracoorte Lucindale",13,"Pancreatic Cancer",8,2.2222222,18.236943,NA,NA
"Naracoorte Lucindale",14,"Accidental Falls",8,2.2222222,18.236943,NA,NA
"Naracoorte Lucindale",15,"Kidney Failure",7,1.9444444,15.957326,NA,NA
"Naracoorte Lucindale",16,"Land transport accidents (V01–V89)",7,1.9444444,15.957326,NA,NA
"Naracoorte Lucindale",17,"Diabetes",6,1.6666667,13.677708,NA,NA
"Naracoorte Lucindale",18,"Other diseases of intestines excl. paralytic ileus and intestinal obstruction without hernia (K55, K57–K64)",6,1.6666667,13.677708,NA,NA
"Naracoorte Lucindale",19,"Other Ill-defined Causes",6,1.6666667,13.677708,NA,NA
"Naracoorte Lucindale",20,"Suicide",6,1.6666667,13.677708,NA,NA
"Naracoorte Lucindale",NA,"Top 20 leading causes",257,71.388889,NA,NA,NA
"Naracoorte Lucindale",NA,"All causes",360,100,820.66246,535.1309,1.0417899
"Northern Areas",1,"Dementia / Alzheimer's",29.816139,11.673152,128.83278,67.485112,1.5870679
"Northern Areas",2,"Coronary Heart Disease",24.846783,9.7276265,107.36065,60.928381,1.1238468
"Northern Areas",3,"Stroke / Cerebrovascular Disease",18.883555,7.3929961,81.594091,NA,NA
"Northern Areas",4,"Lung Cancer",14.90807,5.8365759,64.416388,NA,NA
"Northern Areas",5,"Colorectal Cancer",10.932584,4.2801556,47.238684,NA,NA
"Northern Areas",6,"Chronic Obstructive Pulmonary Disease",10.932584,4.2801556,47.238684,NA,NA
"Northern Areas",7,"Accidental Falls",9.938713,3.8910506,42.944258,NA,NA
"Northern Areas",8,"Cardiac Arrhythmias",6.9570991,2.7237354,30.060981,NA,NA
"Northern Areas",9,"Suicide",6.9570991,2.7237354,30.060981,NA,NA
"Northern Areas",10,"Prostate Cancer",5.9632278,2.3346304,25.766555,NA,NA
"Northern Areas",11,"Diabetes",5.9632278,2.3346304,25.766555,NA,NA
"Northern Areas",12,"Heart Failure / Ill-defined Heart Disease",4.9693565,1.9455253,21.472129,NA,NA
"Northern Areas",13,"Oesophageal cancer (C15)",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",14,"Liver Cancer",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",15,"Unknown / Ill-defined Cancer",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",16,"Lymphomas (C81–C86, C96)",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",17,"Leukaemia (C91–C95)",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",18,"Hypertensive Disease",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",19,"Non-rheumatic valve disorders (I34–I38)",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",20,"Liver disease (K70–K76)",3.9754852,1.5564202,17.177703,NA,NA
"Northern Areas",NA,"Top 20 leading causes",182.87232,71.595331,NA,NA,NA
"Northern Areas",NA,"All causes",255.42492,100,1103.6674,623.90669,1.2146181
"Norwood Payneham and St Peters",1,"Dementia / Alzheimer's",223,14.836993,119.14175,52.025311,1.223495
"Norwood Payneham and St Peters",2,"Coronary Heart Disease",145,9.6473719,77.468852,39.636006,0.731101
"Norwood Payneham and St Peters",3,"Stroke / Cerebrovascular Disease",78,5.1896208,41.6729,19.692996,0.6627785
"Norwood Payneham and St Peters",4,"Colorectal Cancer",57,3.7924152,30.453273,18.760871,1.1075278
"Norwood Payneham and St Peters",5,"Chronic Obstructive Pulmonary Disease",51,3.3932136,27.247665,14.060304,0.6352267
"Norwood Payneham and St Peters",6,"Lung Cancer",49,3.2601464,26.179129,16.539576,0.6032312
"Norwood Payneham and St Peters",7,"Diabetes",47,3.1270792,25.110593,13.498218,0.8636486
"Norwood Payneham and St Peters",8,"Unknown / Ill-defined Cancer",34,2.2621424,18.16511,10.239731,1.0834847
"Norwood Payneham and St Peters",9,"Influenza / Pneumonia",34,2.2621424,18.16511,8.6746695,0.9566649
"Norwood Payneham and St Peters",10,"Suicide",31,2.0625416,16.562306,14.668347,1.1631166
"Norwood Payneham and St Peters",11,"Accidental Falls",29,1.9294744,15.49377,7.5300245,0.7772286
"Norwood Payneham and St Peters",12,"Pancreatic Cancer",25,1.66334,13.356699,8.582454,0.8414831
"Norwood Payneham and St Peters",13,"Selected metabolic disorders excl. dehydration (E70–E89 excl. E86, E87)",25,1.66334,13.356699,6.2166239,1.8384854
"Norwood Payneham and St Peters",14,"Heart Failure / Ill-defined Heart Disease",24,1.5968064,12.822431,5.8077946,0.5805754
"Norwood Payneham and St Peters",15,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",23,1.5302728,12.288163,6.1437337,1.3304526
"Norwood Payneham and St Peters",16,"Other Ill-defined Causes",23,1.5302728,12.288163,7.7990344,1.0515078
"Norwood Payneham and St Peters",17,"Cardiac Arrhythmias",22,1.4637392,11.753895,5.5390239,0.7798147
"Norwood Payneham and St Peters",18,"Prostate Cancer",21,1.3972056,11.219627,6.4608868,0.6075012
"Norwood Payneham and St Peters",19,"Breast Cancer",20,1.330672,10.685359,6.7058276,0.6562326
"Norwood Payneham and St Peters",20,"Hypertensive Disease",20,1.330672,10.685359,4.4732874,0.6772961
"Norwood Payneham and St Peters",NA,"Top 20 leading causes",981,65.269461,NA,NA,NA
"Norwood Payneham and St Peters",NA,"All causes",1503,100,803.00472,442.46671,0.8613917
"Onkaparinga",1,"Coronary Heart Disease",693.9303,11.301319,79.976907,57.131526,1.0538124
"Onkaparinga",2,"Dementia / Alzheimer's",665.40865,10.836816,76.689728,53.207876,1.2513058
"Onkaparinga",3,"Lung Cancer",378.11298,6.1579315,43.578306,31.805415,1.1600066
"Onkaparinga",4,"Chronic Obstructive Pulmonary Disease",306.11299,4.9853428,35.280157,25.200773,1.1385389
"Onkaparinga",5,"Stroke / Cerebrovascular Disease",286.40865,4.6644387,33.009191,23.129494,0.7784357
"Onkaparinga",6,"Colorectal Cancer",179.70432,2.9266568,20.711296,15.972001,0.9428899
"Onkaparinga",7,"Diabetes",170.40865,2.7752679,19.639951,14.334597,0.9171622
"Onkaparinga",8,"Pancreatic Cancer",146.93029,2.3929003,16.93402,12.980026,1.2726515
"Onkaparinga",9,"Accidental Falls",145.40864,2.3681189,16.758648,11.973427,1.2358645
"Onkaparinga",10,"Prostate Cancer",126,2.0520306,14.521762,10.296406,0.9681455
"Onkaparinga",11,"Breast Cancer",121.70432,1.9820713,14.026676,10.851312,1.06191
"Onkaparinga",12,"Suicide",112.11298,1.825867,12.921253,12.954816,1.0272433
"Onkaparinga",13,"Influenza / Pneumonia",112,1.8240271,12.908232,9.016126,0.9943216
"Onkaparinga",14,"Unknown / Ill-defined Cancer",102,1.6611675,11.755711,8.887797,0.9404341
"Onkaparinga",15,"Other Ill-defined Causes",99.704321,1.6237802,11.49113,8.9412597,1.2055088
"Onkaparinga",16,"Heart Failure / Ill-defined Heart Disease",99.000005,1.6123098,11.409956,8.1718417,0.816897
"Onkaparinga",17,"Lymphomas (C81–C86, C96)",79.000006,1.2865907,9.1049147,6.6717034,1.2174217
"Onkaparinga",18,"Leukaemia (C91–C95)",77.408653,1.260674,8.9215079,6.7521285,1.0896233
"Onkaparinga",19,"Non-rheumatic valve disorders (I34–I38)",76.704324,1.2492033,8.8403325,6.1953365,1.2441567
"Onkaparinga",20,"Liver disease (K70–K76)",72.000006,1.172589,8.2981501,6.6375097,0.9185835
"Onkaparinga",NA,"Top 20 leading causes",4050.0601,65.959102,NA,NA,NA
"Onkaparinga",NA,"All causes",6140.2596,100,707.67766,522.94016,1.018057
"Orroroo Carrieton",1,"Dementia / Alzheimer's",6.6173247,12.336638,149.53629,NA,NA
"Orroroo Carrieton",2,"Coronary Heart Disease",6.1220846,11.413365,138.34501,NA,NA
"Orroroo Carrieton",3,"Chronic Obstructive Pulmonary Disease",3.5306854,6.5822354,79.785357,NA,NA
"Orroroo Carrieton",4,"Stroke / Cerebrovascular Disease",2.7696059,5.1633595,62.586713,NA,NA
"Orroroo Carrieton",5,"Colorectal Cancer",2.4210685,4.5135833,54.710571,NA,NA
"Orroroo Carrieton",6,"Diabetes",2.2428618,4.1813536,50.68351,NA,NA
"Orroroo Carrieton",7,"Lung Cancer",2.1197871,3.9519062,47.902305,NA,NA
"Orroroo Carrieton",8,"Heart Failure / Ill-defined Heart Disease",1.9218904,3.5829686,43.430296,NA,NA
"Orroroo Carrieton",9,"Unknown / Ill-defined Cancer",1.9179524,3.575627,43.341306,NA,NA
"Orroroo Carrieton",10,"Other Ill-defined Causes",1.7594357,3.2801053,39.759194,NA,NA
"Orroroo Carrieton",11,"Cardiac Arrhythmias",1.612733,3.0066083,36.444051,NA,NA
"Orroroo Carrieton",12,"Prostate Cancer",1.4502783,2.703745,32.772949,NA,NA
"Orroroo Carrieton",13,"Hypertensive Disease",1.4424023,2.6890619,32.594969,NA,NA
"Orroroo Carrieton",14,"Suicide",1.1371829,2.1200432,25.697714,NA,NA
"Orroroo Carrieton",15,"Oesophageal cancer (C15)",0.8083355,1.506975,18.26652,NA,NA
"Orroroo Carrieton",16,"Breast Cancer",0.7965215,1.4849502,17.999551,NA,NA
"Orroroo Carrieton",17,"Accidental Falls",0.6734468,1.2555028,15.218346,NA,NA
"Orroroo Carrieton",18,"Land transport accidents (V01–V89)",0.6458808,1.2041117,14.595418,NA,NA
"Orroroo Carrieton",19,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",0.6419428,1.1967701,14.506429,NA,NA
"Orroroo Carrieton",20,"Pancreatic Cancer",0.6380048,1.1894285,14.417439,NA,NA
"Orroroo Carrieton",NA,"Top 20 leading causes",41.269425,76.938339,NA,NA,NA
"Orroroo Carrieton",NA,"All causes",53.63961,100,1212.1316,613.69981,1.1947474
"Peterborough",1,"Dementia / Alzheimer's",12.598509,12.349398,149.97439,NA,NA
"Peterborough",2,"Coronary Heart Disease",11.676667,11.445783,139.00066,NA,NA
"Peterborough",3,"Chronic Obstructive Pulmonary Disease",6.7601754,6.626506,80.474065,NA,NA
"Peterborough",4,"Stroke / Cerebrovascular Disease",5.2237719,5.1204819,62.184505,NA,NA
"Peterborough",5,"Colorectal Cancer",4.6092105,4.5180723,54.868681,NA,NA
"Peterborough",6,"Diabetes",4.3019298,4.2168675,51.210769,NA,NA
"Peterborough",7,"Lung Cancer",3.9946491,3.9156627,47.552857,NA,NA
"Peterborough",8,"Unknown / Ill-defined Cancer",3.6873684,3.6144578,43.894945,NA,NA
"Peterborough",9,"Heart Failure / Ill-defined Heart Disease",3.6873684,3.6144578,43.894945,NA,NA
"Peterborough",10,"Other Ill-defined Causes",3.3800877,3.313253,40.237033,NA,NA
"Peterborough",11,"Cardiac Arrhythmias",3.072807,3.0120482,36.579121,NA,NA
"Peterborough",12,"Prostate Cancer",2.7655263,2.7108434,32.921209,NA,NA
"Peterborough",13,"Hypertensive Disease",2.7655263,2.7108434,32.921209,NA,NA
"Peterborough",14,"Suicide",2.1509649,2.1084337,25.605384,NA,NA
"Peterborough",15,"Oesophageal cancer (C15)",1.5364035,1.5060241,18.28956,NA,NA
"Peterborough",16,"Breast Cancer",1.5364035,1.5060241,18.28956,NA,NA
"Peterborough",17,"Pancreatic Cancer",1.2291228,1.2048193,14.631648,NA,NA
"Peterborough",18,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",1.2291228,1.2048193,14.631648,NA,NA
"Peterborough",19,"Land transport accidents (V01–V89)",1.2291228,1.2048193,14.631648,NA,NA
"Peterborough",20,"Accidental Falls",1.2291228,1.2048193,14.631648,NA,NA
"Peterborough",NA,"Top 20 leading causes",78.663859,77.108434,NA,NA,NA
"Peterborough",NA,"All causes",102.01719,100,1214.4268,613.6163,1.1945848
"Playford",1,"Coronary Heart Disease",314.31188,9.6934559,65.092975,64.230645,1.1847584
"Playford",2,"Dementia / Alzheimer's",302.69948,9.3353268,62.688086,58.775202,1.3822343
"Playford",3,"Lung Cancer",223.97245,6.9073658,46.383972,46.808492,1.7071986
"Playford",4,"Chronic Obstructive Pulmonary Disease",199.17014,6.1424563,41.247493,41.323746,1.8669544
"Playford",5,"Other Ill-defined Causes",131.12611,4.0439616,27.155794,26.418337,3.5618625
"Playford",6,"Diabetes",107.2886,3.3088069,22.219123,21.797905,1.3946826
"Playford",7,"Stroke / Cerebrovascular Disease",101.08591,3.1175143,20.934565,20.505463,0.6901225
"Playford",8,"Colorectal Cancer",87.419834,2.6960493,18.104365,17.985767,1.0617703
"Playford",9,"Unknown / Ill-defined Cancer",76.099863,2.3469386,15.760036,15.917968,1.6843094
"Playford",10,"Breast Cancer",71.556076,2.2068071,14.819032,15.291434,1.4964205
"Playford",11,"Pancreatic Cancer",63.395256,1.9551253,13.128953,13.297155,1.303745
"Playford",12,"Influenza / Pneumonia",62.503582,1.9276259,12.94429,12.246754,1.3506036
"Playford",13,"Accidental Falls",61.369009,1.8926354,12.709324,12.353811,1.2751268
"Playford",14,"Suicide",60.435461,1.8638445,12.515989,13.442481,1.0659123
"Playford",15,"Prostate Cancer",59.461708,1.8338138,12.314328,12.37375,1.163473
"Playford",16,"Liver disease (K70–K76)",55.369009,1.7075939,11.466743,12.085097,1.6724903
"Playford",17,"Hypertensive Disease",52.570034,1.6212728,10.887084,10.298183,1.5592379
"Playford",18,"Leukaemia (C91–C95)",44.501913,1.37245,9.2162025,9.0113021,1.454197
"Playford",19,"Kidney Failure",41.596281,1.2828396,8.6144555,8.3088198,1.1542637
"Playford",20,"Liver Cancer",37.568365,1.1586177,7.7802871,7.5839846,1.1013471
"Playford",NA,"Top 20 leading causes",2153.501,66.414501,NA,NA,NA
"Playford",NA,"All causes",3242.5162,100,671.51464,662.43229,1.2896195
"Port Adelaide Enfield",1,"Coronary Heart Disease",525.41739,10.676482,80.671715,60.961462,1.124457
"Port Adelaide Enfield",2,"Dementia / Alzheimer's",519.41469,10.554508,79.750072,54.33742,1.2778696
"Port Adelaide Enfield",3,"Stroke / Cerebrovascular Disease",304.56213,6.1887032,46.761965,34.555048,1.162969
"Port Adelaide Enfield",4,"Lung Cancer",288.5359,5.8630502,44.301325,36.653885,1.33684
"Port Adelaide Enfield",5,"Chronic Obstructive Pulmonary Disease",208.64904,4.239749,32.035629,25.161362,1.1367584
"Port Adelaide Enfield",6,"Other Ill-defined Causes",183.63659,3.731496,28.195258,21.42571,2.8887296
"Port Adelaide Enfield",7,"Diabetes",153.95571,3.1283804,23.638105,18.24555,1.1673944
"Port Adelaide Enfield",8,"Colorectal Cancer",144.58568,2.9379814,22.199446,17.831268,1.0526496
"Port Adelaide Enfield",9,"Accidental Falls",110.36891,2.2426966,16.94586,12.363103,1.2760859
"Port Adelaide Enfield",10,"Unknown / Ill-defined Cancer",98.98677,2.0114114,15.198265,11.930191,1.2623554
"Port Adelaide Enfield",11,"Influenza / Pneumonia",94.880106,1.927964,14.567734,10.678142,1.177613
"Port Adelaide Enfield",12,"Heart Failure / Ill-defined Heart Disease",84.43447,1.7157086,12.963929,9.0741773,0.9070989
"Port Adelaide Enfield",13,"Pancreatic Cancer",84.025538,1.7073991,12.901142,10.997197,1.0782412
"Port Adelaide Enfield",14,"Liver disease (K70–K76)",80.337751,1.6324633,12.334925,10.736642,1.4858738
"Port Adelaide Enfield",15,"Suicide",74.131541,1.5063531,11.382034,11.034901,0.8750049
"Port Adelaide Enfield",16,"Breast Cancer",69.945072,1.421284,10.739251,8.9349757,0.8743772
"Port Adelaide Enfield",17,"Parkinson disease (G20)",68.54816,1.3928988,10.524771,7.9336717,1.2772492
"Port Adelaide Enfield",18,"Prostate Cancer",64.308772,1.3067544,9.8738623,6.9755488,0.6558936
"Port Adelaide Enfield",19,"Liver Cancer",62.4099,1.2681693,9.5823126,8.1127888,1.1781401
"Port Adelaide Enfield",20,"Kidney Failure",56.654883,1.1512273,8.6986969,6.4888221,0.9014291
"Port Adelaide Enfield",NA,"Top 20 leading causes",3277.789,66.60468,NA,NA,NA
"Port Adelaide Enfield",NA,"All causes",4921.2593,100,755.602,587.03086,1.1428284
"Port Augusta",1,"Coronary Heart Disease",99.52508,15.114576,137.99715,113.14796,2.0870566
"Port Augusta",2,"Dementia / Alzheimer's",43.610032,6.6229251,60.467773,49.229859,1.1577535
"Port Augusta",3,"Chronic Obstructive Pulmonary Disease",40.915048,6.2136459,56.731025,46.187793,2.0867058
"Port Augusta",4,"Lung Cancer",36.677588,5.5701156,50.855548,41.552291,1.5154945
"Port Augusta",5,"Diabetes",35.152508,5.3385062,48.740938,41.097987,2.6295486
"Port Augusta",6,"Stroke / Cerebrovascular Disease",24.457524,3.714291,33.911739,29.787552,1.0025163
"Port Augusta",7,"Colorectal Cancer",22.610032,3.4337179,31.350087,25.206746,1.488053
"Port Augusta",8,"Pancreatic Cancer",18.457524,2.8030889,25.5924,NA,NA
"Port Augusta",9,"Breast Cancer",17.305016,2.628061,23.994382,NA,NA
"Port Augusta",10,"Other Ill-defined Causes",15.610032,2.3706489,21.644191,NA,NA
"Port Augusta",11,"Heart Failure / Ill-defined Heart Disease",15.457524,2.3474879,21.43273,NA,NA
"Port Augusta",12,"Prostate Cancer",15.152508,2.3011661,21.009808,NA,NA
"Port Augusta",13,"Kidney Failure",12.457524,1.8918869,17.273061,NA,NA
"Port Augusta",14,"Liver disease (K70–K76)",12.457524,1.8918869,17.273061,NA,NA
"Port Augusta",15,"Suicide",12,1.8224041,16.638678,NA,NA
"Port Augusta",16,"Hypertensive Disease",11.067556,1.6807966,15.345792,NA,NA
"Port Augusta",17,"Accidental Falls",10.610032,1.6113138,14.711409,NA,NA
"Port Augusta",18,"Cardiac Arrhythmias",9.457524,1.4362859,13.113391,NA,NA
"Port Augusta",19,"Cardiomyopathy (I42)",9.152508,1.389964,12.690469,NA,NA
"Port Augusta",20,"Land transport accidents (V01–V89)",8.305016,1.2612579,11.515374,NA,NA
"Port Augusta",NA,"Top 20 leading causes",470.4381,71.444027,NA,NA,NA
"Port Augusta",NA,"All causes",658.47086,100,913.00705,766.80148,1.4928048
"Port Lincoln",1,"Coronary Heart Disease",91.008235,14.841499,124.18766,81.442028,1.5022288
"Port Lincoln",2,"Dementia / Alzheimer's",53.898081,8.7896254,73.548029,45.852068,1.078317
"Port Lincoln",3,"Stroke / Cerebrovascular Disease",45.945905,7.4927954,62.696681,40.502143,1.3631217
"Port Lincoln",4,"Lung Cancer",35.343004,5.7636888,48.228216,37.204674,1.3569283
"Port Lincoln",5,"Chronic Obstructive Pulmonary Disease",19.438652,3.1700288,26.525519,NA,NA
"Port Lincoln",6,"Prostate Cancer",18.555077,3.0259366,25.319813,NA,NA
"Port Lincoln",7,"Accidental Falls",18.555077,3.0259366,25.319813,NA,NA
"Port Lincoln",8,"Colorectal Cancer",17.671502,2.8818444,24.114108,NA,NA
"Port Lincoln",9,"Pancreatic Cancer",17.671502,2.8818444,24.114108,NA,NA
"Port Lincoln",10,"Unknown / Ill-defined Cancer",15.020777,2.4495677,20.496992,NA,NA
"Port Lincoln",11,"Diabetes",12.370051,2.0172911,16.879876,NA,NA
"Port Lincoln",12,"Heart Failure / Ill-defined Heart Disease",12.370051,2.0172911,16.879876,NA,NA
"Port Lincoln",13,"Kidney Failure",12.370051,2.0172911,16.879876,NA,NA
"Port Lincoln",14,"Cardiac Arrhythmias",11.486476,1.8731988,15.67417,NA,NA
"Port Lincoln",15,"Liver disease (K70–K76)",10.602901,1.7291066,14.468465,NA,NA
"Port Lincoln",16,"Breast Cancer",9.7193261,1.5850144,13.262759,NA,NA
"Port Lincoln",17,"Lymphomas (C81–C86, C96)",9.7193261,1.5850144,13.262759,NA,NA
"Port Lincoln",18,"Parkinson disease (G20)",9.7193261,1.5850144,13.262759,NA,NA
"Port Lincoln",19,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",8.835751,1.4409222,12.057054,NA,NA
"Port Lincoln",20,"Other diseases of the digestive system (K90–K93)",7.9521759,1.29683,10.851349,NA,NA
"Port Lincoln",NA,"Top 20 leading causes",438.25325,71.469741,NA,NA,NA
